,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
49,0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,audio_features,5Z19ylxppfnfdP4JH0u8oj,spotify:track:5Z19ylxppfnfdP4JH0u8oj,https://api.spotify.com/v1/tracks/5Z19ylxppfnfdP4JH0u8oj,https://api.spotify.com/v1/audio-analysis/5Z19ylxppfnfdP4JH0u8oj,199693,4
50,0.592,0.923,0,-5.789,1,0.0362,0.154,0.0,0.259,0.961,172.653,audio_features,4nZ5Yb95Ku2LHcluQxzeNU,spotify:track:4nZ5Yb95Ku2LHcluQxzeNU,https://api.spotify.com/v1/tracks/4nZ5Yb95Ku2LHcluQxzeNU,https://api.spotify.com/v1/audio-analysis/4nZ5Yb95Ku2LHcluQxzeNU,126479,4
51,0.552,0.893,0,-4.593,1,0.0383,0.0158,0.0,0.105,0.777,163.948,audio_features,5sjIhQzNljMVrDklI91ezp,spotify:track:5sjIhQzNljMVrDklI91ezp,https://api.spotify.com/v1/tracks/5sjIhQzNljMVrDklI91ezp,https://api.spotify.com/v1/audio-analysis/5sjIhQzNljMVrDklI91ezp,189467,4
52,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,audio_features,4Pn0JlCUusD2QHjADuOzuV,spotify:track:4Pn0JlCUusD2QHjADuOzuV,https://api.spotify.com/v1/tracks/4Pn0JlCUusD2QHjADuOzuV,https://api.spotify.com/v1/audio-analysis/4Pn0JlCUusD2QHjADuOzuV,259267,3
53,0.586,0.634,10,-7.927,1,0.0265,0.0406,0.0,0.119,0.553,148.124,audio_features,1Q1EQmS9MfFX7gHQ1pUGYL,spotify:track:1Q1EQmS9MfFX7gHQ1pUGYL,https://api.spotify.com/v1/tracks/1Q1EQmS9MfFX7gHQ1pUGYL,https://api.spotify.com/v1/audio-analysis/1Q1EQmS9MfFX7gHQ1pUGYL,206636,4
54,0.591,0.45,0,-6.369,1,0.0266,0.671,2.23e-05,0.159,0.344,135.893,audio_features,4YjjNHtEsTX6Af4mCTupT5,spotify:track:4YjjNHtEsTX6Af4mCTupT5,https://api.spotify.com/v1/tracks/4YjjNHtEsTX6Af4mCTupT5,https://api.spotify.com/v1/audio-analysis/4YjjNHtEsTX6Af4mCTupT5,226680,4
55,0.519,0.749,6,-3.318,0,0.0405,0.271,0.0,0.119,0.29,147.905,audio_features,0ZUo4YjG4saFnEJhdWp9Bt,spotify:track:0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/tracks/0ZUo4YjG4saFnEJhdWp9Bt,https://api.spotify.com/v1/audio-analysis/0ZUo4YjG4saFnEJhdWp9Bt,199947,4
56,0.678,0.455,1,-6.84,1,0.0276,0.464,0.0,0.131,0.238,139.108,audio_features,6NU5cKHKu3j9XeSoqAK68t,spotify:track:6NU5cKHKu3j9XeSoqAK68t,https://api.spotify.com/v1/tracks/6NU5cKHKu3j9XeSoqAK68t,https://api.spotify.com/v1/audio-analysis/6NU5cKHKu3j9XeSoqAK68t,172662,4
57,0.597,0.82,5,-2.529,1,0.0582,0.0328,0.0,0.119,0.576,119.969,audio_features,6OqdF0vHI9xkqswI7EK0cD,spotify:track:6OqdF0vHI9xkqswI7EK0cD,https://api.spotify.com/v1/tracks/6OqdF0vHI9xkqswI7EK0cD,https://api.spotify.com/v1/audio-analysis/6OqdF0vHI9xkqswI7EK0cD,236787,4
58,0.631,0.937,11,-3.858,0,0.034,0.0198,7.38e-06,0.327,0.654,101.011,audio_features,6olKv2HP3XgBpvVxAswowe,spotify:track:6olKv2HP3XgBpvVxAswowe,https://api.spotify.com/v1/tracks/6olKv2HP3XgBpvVxAswowe,https://api.spotify.com/v1/audio-analysis/6olKv2HP3XgBpvVxAswowe,198267,4
59,0.676,0.651,9,-8.92,1,0.0333,0.0085,0.0,0.0495,0.652,102.963,audio_features,35EBBVEb49jCwBNamqpAX4,spotify:track:35EBBVEb49jCwBNamqpAX4,https://api.spotify.com/v1/tracks/35EBBVEb49jCwBNamqpAX4,https://api.spotify.com/v1/audio-analysis/35EBBVEb49jCwBNamqpAX4,270750,4
60,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,audio_features,6ERR6e7h6wCqGoz1TjiUJb,spotify:track:6ERR6e7h6wCqGoz1TjiUJb,https://api.spotify.com/v1/tracks/6ERR6e7h6wCqGoz1TjiUJb,https://api.spotify.com/v1/audio-analysis/6ERR6e7h6wCqGoz1TjiUJb,199382,4
61,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,audio_features,08tq1XcHwVt5PHXUo87i0D,spotify:track:08tq1XcHwVt5PHXUo87i0D,https://api.spotify.com/v1/tracks/08tq1XcHwVt5PHXUo87i0D,https://api.spotify.com/v1/audio-analysis/08tq1XcHwVt5PHXUo87i0D,169920,4
62,0.652,0.708,4,-6.116,1,0.0446,0.34,0.0,0.302,0.911,133.508,audio_features,4VQOjuDEWZDFSLttDtLRWE,spotify:track:4VQOjuDEWZDFSLttDtLRWE,https://api.spotify.com/v1/tracks/4VQOjuDEWZDFSLttDtLRWE,https://api.spotify.com/v1/audio-analysis/4VQOjuDEWZDFSLttDtLRWE,153823,4
63,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,audio_features,5HGibWoxnkYSkl6mHmAlOE,spotify:track:5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/tracks/5HGibWoxnkYSkl6mHmAlOE,https://api.spotify.com/v1/audio-analysis/5HGibWoxnkYSkl6mHmAlOE,190187,4
64,0.348,0.87,4,-5.86,1,0.137,0.171,4.4e-06,0.202,0.763,83.392,audio_features,609qKv3KPAbdtp0LQH2buA,spotify:track:609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/tracks/609qKv3KPAbdtp0LQH2buA,https://api.spotify.com/v1/audio-analysis/609qKv3KPAbdtp0LQH2buA,183640,4
65,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,audio_features,4L9Ds4mpD3SuYoWwFUlv16,spotify:track:4L9Ds4mpD3SuYoWwFUlv16,https://api.spotify.com/v1/tracks/4L9Ds4mpD3SuYoWwFUlv16,https://api.spotify.com/v1/audio-analysis/4L9Ds4mpD3SuYoWwFUlv16,185200,4
66,0.563,0.688,7,-4.474,1,0.0262,0.0763,0.0,0.0863,0.622,108.008,audio_features,4ly1QBXEwYoDmje9rmEgC4,spotify:track:4ly1QBXEwYoDmje9rmEgC4,https://api.spotify.com/v1/tracks/4ly1QBXEwYoDmje9rmEgC4,https://api.spotify.com/v1/audio-analysis/4ly1QBXEwYoDmje9rmEgC4,202347,4
67,0.573,0.747,0,-6.46,1,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,audio_features,5TWAIHYaOnYg4txfmCgon5,spotify:track:5TWAIHYaOnYg4txfmCgon5,https://api.spotify.com/v1/tracks/5TWAIHYaOnYg4txfmCgon5,https://api.spotify.com/v1/audio-analysis/5TWAIHYaOnYg4txfmCgon5,160707,4
68,0.688,0.499,10,-9.178,1,0.0309,0.214,0.0,0.45,0.921,124.983,audio_features,5ZJCJKexa3veM6KQlwNzA7,spotify:track:5ZJCJKexa3veM6KQlwNzA7,https://api.spotify.com/v1/tracks/5ZJCJKexa3veM6KQlwNzA7,https://api.spotify.com/v1/audio-analysis/5ZJCJKexa3veM6KQlwNzA7,145920,4
69,0.7,0.896,2,-2.276,1,0.191,0.108,0.0,0.453,0.817,102.065,audio_features,5s7m2xNZWgz5FqVSIvJcGA,spotify:track:5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/tracks/5s7m2xNZWgz5FqVSIvJcGA,https://api.spotify.com/v1/audio-analysis/5s7m2xNZWgz5FqVSIvJcGA,200307,4
70,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,audio_features,2YMhrXQYKkm4kXLcXKKd5z,spotify:track:2YMhrXQYKkm4kXLcXKKd5z,https://api.spotify.com/v1/tracks/2YMhrXQYKkm4kXLcXKKd5z,https://api.spotify.com/v1/audio-analysis/2YMhrXQYKkm4kXLcXKKd5z,205733,4
71,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,audio_features,4u26EevCNXMhlvE1xFBJwX,spotify:track:4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/tracks/4u26EevCNXMhlvE1xFBJwX,https://api.spotify.com/v1/audio-analysis/4u26EevCNXMhlvE1xFBJwX,222773,4
72,0.416,0.546,7,-7.728,1,0.0297,0.492,0.0,0.0845,0.418,159.929,audio_features,7B1QliUMZv7gSTUGAfMRRD,spotify:track:7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/tracks/7B1QliUMZv7gSTUGAfMRRD,https://api.spotify.com/v1/audio-analysis/7B1QliUMZv7gSTUGAfMRRD,300333,4
73,0.617,0.839,0,-2.849,0,0.0655,0.0286,0.0,0.19,0.741,128.91,audio_features,20DfkHC5grnKNJCzZQB6KC,spotify:track:20DfkHC5grnKNJCzZQB6KC,https://api.spotify.com/v1/tracks/20DfkHC5grnKNJCzZQB6KC,https://api.spotify.com/v1/audio-analysis/20DfkHC5grnKNJCzZQB6KC,205560,4
74,0.443,0.831,11,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064,audio_features,1jNNHFZmRGXZFHlil5uhei,spotify:track:1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/tracks/1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/audio-analysis/1jNNHFZmRGXZFHlil5uhei,173960,4
75,0.732,0.847,2,-3.921,1,0.0307,0.0221,0.0,0.246,0.885,113.012,audio_features,1HY7Ze0NWqDJkl4g4MV62Q,spotify:track:1HY7Ze0NWqDJkl4g4MV62Q,https://api.spotify.com/v1/tracks/1HY7Ze0NWqDJkl4g4MV62Q,https://api.spotify.com/v1/audio-analysis/1HY7Ze0NWqDJkl4g4MV62Q,168214,4
76,0.764,0.587,5,-7.002,0,0.0298,0.0721,6.45e-06,0.094,0.494,89.98,audio_features,2NEBP8SXEqwZt2PRdPXXuy,spotify:track:2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/tracks/2NEBP8SXEqwZt2PRdPXXuy,https://api.spotify.com/v1/audio-analysis/2NEBP8SXEqwZt2PRdPXXuy,229573,4
77,0.496,0.708,5,-5.175,1,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,audio_features,5ytc87gcx6dZ4nWRNykinV,spotify:track:5ytc87gcx6dZ4nWRNykinV,https://api.spotify.com/v1/tracks/5ytc87gcx6dZ4nWRNykinV,https://api.spotify.com/v1/audio-analysis/5ytc87gcx6dZ4nWRNykinV,232307,4
78,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.16,0.425,107.013,audio_features,7wwYJl8a1qF4V11we7XIbu,spotify:track:7wwYJl8a1qF4V11we7XIbu,https://api.spotify.com/v1/tracks/7wwYJl8a1qF4V11we7XIbu,https://api.spotify.com/v1/audio-analysis/7wwYJl8a1qF4V11we7XIbu,179160,4
79,0.575,0.844,3,-1.772,0,0.0633,0.226,0.0,0.0538,0.542,87.007,audio_features,67citk3uzWs5qbaIVKTeg8,spotify:track:67citk3uzWs5qbaIVKTeg8,https://api.spotify.com/v1/tracks/67citk3uzWs5qbaIVKTeg8,https://api.spotify.com/v1/audio-analysis/67citk3uzWs5qbaIVKTeg8,193333,4
80,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,audio_features,698eQRku24PIYPQPHItKlA,spotify:track:698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,183160,4
81,0.699,0.837,2,-5.173,1,0.0428,0.103,0.0,0.231,0.348,95.493,audio_features,0Ta3jOf8m9yCSWMVwd8Qlf,spotify:track:0Ta3jOf8m9yCSWMVwd8Qlf,https://api.spotify.com/v1/tracks/0Ta3jOf8m9yCSWMVwd8Qlf,https://api.spotify.com/v1/audio-analysis/0Ta3jOf8m9yCSWMVwd8Qlf,228653,4
82,0.689,0.886,10,-7.066,0,0.0382,0.0664,0.0,0.278,0.906,122.07,audio_features,3QV7NYkrmV0Q0IHdFJw9hO,spotify:track:3QV7NYkrmV0Q0IHdFJw9hO,https://api.spotify.com/v1/tracks/3QV7NYkrmV0Q0IHdFJw9hO,https://api.spotify.com/v1/audio-analysis/3QV7NYkrmV0Q0IHdFJw9hO,248067,4
83,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,audio_features,4KAzYqfcijCSZa2P3etHoM,spotify:track:4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/audio-analysis/4KAzYqfcijCSZa2P3etHoM,204200,4
84,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,audio_features,2wrJq5XKLnmhRXHIAf9xBa,spotify:track:2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/tracks/2wrJq5XKLnmhRXHIAf9xBa,https://api.spotify.com/v1/audio-analysis/2wrJq5XKLnmhRXHIAf9xBa,167693,4
85,0.471,0.897,9,-2.27,1,0.0597,0.193,0.0,0.196,0.719,159.958,audio_features,53yTYusPQJ1AApL1hi0Dnc,spotify:track:53yTYusPQJ1AApL1hi0Dnc,https://api.spotify.com/v1/tracks/53yTYusPQJ1AApL1hi0Dnc,https://api.spotify.com/v1/audio-analysis/53yTYusPQJ1AApL1hi0Dnc,216093,4
86,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,audio_features,56eGOeSsqdg3FLxdo83TwV,spotify:track:56eGOeSsqdg3FLxdo83TwV,https://api.spotify.com/v1/tracks/56eGOeSsqdg3FLxdo83TwV,https://api.spotify.com/v1/audio-analysis/56eGOeSsqdg3FLxdo83TwV,198440,4
87,0.706,0.358,6,-8.331,1,0.0348,0.677,0.0,0.107,0.478,75.991,audio_features,08dFHFTx6r67MTsYn5ilDR,spotify:track:08dFHFTx6r67MTsYn5ilDR,https://api.spotify.com/v1/tracks/08dFHFTx6r67MTsYn5ilDR,https://api.spotify.com/v1/audio-analysis/08dFHFTx6r67MTsYn5ilDR,186240,4
88,0.603,0.739,0,-6.173,1,0.0243,0.0208,0.0,0.4,0.505,99.979,audio_features,0CKt2RA2gYQqUKejm0Rq0m,spotify:track:0CKt2RA2gYQqUKejm0Rq0m,https://api.spotify.com/v1/tracks/0CKt2RA2gYQqUKejm0Rq0m,https://api.spotify.com/v1/audio-analysis/0CKt2RA2gYQqUKejm0Rq0m,191591,4
89,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,audio_features,43CFDpciGFDm226POTLEXU,spotify:track:43CFDpciGFDm226POTLEXU,https://api.spotify.com/v1/tracks/43CFDpciGFDm226POTLEXU,https://api.spotify.com/v1/audio-analysis/43CFDpciGFDm226POTLEXU,211720,4
90,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,audio_features,7grWGhX8SHNmyGOkMNVMCt,spotify:track:7grWGhX8SHNmyGOkMNVMCt,https://api.spotify.com/v1/tracks/7grWGhX8SHNmyGOkMNVMCt,https://api.spotify.com/v1/audio-analysis/7grWGhX8SHNmyGOkMNVMCt,194427,4
91,0.557,0.511,8,-6.788,1,0.0291,0.254,0.0,0.099,0.602,156.042,audio_features,34DFpyq5NJJ79GnGbbJH3p,spotify:track:34DFpyq5NJJ79GnGbbJH3p,https://api.spotify.com/v1/tracks/34DFpyq5NJJ79GnGbbJH3p,https://api.spotify.com/v1/audio-analysis/34DFpyq5NJJ79GnGbbJH3p,230973,4
92,0.612,0.799,10,-4.603,1,0.0275,0.00898,0.0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253,4
93,0.596,0.834,9,-4.308,1,0.0474,0.0563,0.0,0.0866,0.618,116.0,audio_features,0w3Q14i073jLoew1hgJkwD,spotify:track:0w3Q14i073jLoew1hgJkwD,https://api.spotify.com/v1/tracks/0w3Q14i073jLoew1hgJkwD,https://api.spotify.com/v1/audio-analysis/0w3Q14i073jLoew1hgJkwD,205200,4
94,0.622,0.763,9,-6.4,1,0.0263,0.055,8.91e-06,0.315,0.621,102.0,audio_features,2qcHhMi1MQBDEtzy8p4tRR,spotify:track:2qcHhMi1MQBDEtzy8p4tRR,https://api.spotify.com/v1/tracks/2qcHhMi1MQBDEtzy8p4tRR,https://api.spotify.com/v1/audio-analysis/2qcHhMi1MQBDEtzy8p4tRR,221467,4
95,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,audio_features,0OlS52TmtK2gPaEtdmr7DN,spotify:track:0OlS52TmtK2gPaEtdmr7DN,https://api.spotify.com/v1/tracks/0OlS52TmtK2gPaEtdmr7DN,https://api.spotify.com/v1/audio-analysis/0OlS52TmtK2gPaEtdmr7DN,176893,4
96,0.612,0.848,6,-3.736,1,0.0368,0.00916,0.0,0.366,0.719,120.996,audio_features,66pxmg3Jhjm09tHoWR1wVR,spotify:track:66pxmg3Jhjm09tHoWR1wVR,https://api.spotify.com/v1/tracks/66pxmg3Jhjm09tHoWR1wVR,https://api.spotify.com/v1/audio-analysis/66pxmg3Jhjm09tHoWR1wVR,212893,4
97,0.626,0.913,0,-4.452,1,0.0318,0.00635,0.0,0.293,0.946,113.044,audio_features,1cktZnxiONH0hR6Q3DKy8h,spotify:track:1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/tracks/1cktZnxiONH0hR6Q3DKy8h,https://api.spotify.com/v1/audio-analysis/1cktZnxiONH0hR6Q3DKy8h,191307,4
98,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,audio_features,3dCZm5HrG0jIXAHfNkg2H0,spotify:track:3dCZm5HrG0jIXAHfNkg2H0,https://api.spotify.com/v1/tracks/3dCZm5HrG0jIXAHfNkg2H0,https://api.spotify.com/v1/audio-analysis/3dCZm5HrG0jIXAHfNkg2H0,174255,4
99,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,audio_features,6MBUUSIWCzaXW4q58Ktrv9,spotify:track:6MBUUSIWCzaXW4q58Ktrv9,https://api.spotify.com/v1/tracks/6MBUUSIWCzaXW4q58Ktrv9,https://api.spotify.com/v1/audio-analysis/6MBUUSIWCzaXW4q58Ktrv9,193929,4
